"start_year","N_data","N_years","slope","slope_se","p_value","intercept","intercept_se","intercept_p_value","r_square","adj_r_square","site","trmt","taxa","trophic_class","trophic_level"
1991,54,3,0.26101917045558,0.138984056149341,0.0659867946316034,-519.666987885705,276.90259112135,0.0661735407861479,0.0635199342174725,0.0455107021831932,"konza","control","grass","producer","Primary"
1992,72,3,-0.527965967234346,0.113739598012211,0.0000156687488100477,1052.64386008324,226.711468597835,0.0000155984598009145,0.235366131843412,0.224442790869747,"konza","control","grass","producer","Primary"
1993,90,3,-0.300491679161764,0.0727539021138853,0.0000822772090272664,599.215806331197,145.071292977223,0.0000822042615188311,0.162375035392125,0.152856569885217,"konza","control","grass","producer","Primary"
1994,90,3,-0.294175450414926,0.0592425351506128,0.00000332959241236059,586.539288898428,118.188867523975,0.00000336843021460015,0.218869996806903,0.209993519497891,"konza","control","grass","producer","Primary"
1995,90,3,-0.445550528062817,0.0522619355312272,0.000000000000388894252343479,888.660773657597,104.314832048107,0.000000000000400675462544904,0.452332186420423,0.446108688538837,"konza","control","grass","producer","Primary"
1996,90,3,-0.123888187663636,0.0491735163640113,0.0135609100495395,246.488233307503,98.1995203868281,0.0138993965267864,0.0672770961297413,0.0566779722221247,"konza","control","grass","producer","Primary"
1997,90,3,0.396868217326022,0.0508507143745404,0.0000000000115950060968962,-793.715825572111,101.599735803934,0.000000000011189003125476,0.409044540702764,0.402329137756205,"konza","control","grass","producer","Primary"
1998,90,3,-0.310378893569636,0.0784346887439629,0.000153291990237298,619.505998212985,156.790955878169,0.000156592369966414,0.151063794697854,0.141416792364874,"konza","control","grass","producer","Primary"
1999,90,3,-0.234854716491769,0.0865696645376018,0.00802258378420605,468.837395366994,173.13934350348,0.00813565549194287,0.0771794514991383,0.0666928543570829,"konza","control","grass","producer","Primary"
2000,90,3,0.222111479313046,0.0643711692214001,0.000861499331937752,-445.601894891953,128.806720335188,0.000836626443343628,0.119170410957374,0.109160983809162,"konza","control","grass","producer","Primary"
2001,90,3,-0.0188111050223505,0.0558749689962788,0.737171554863878,36.7667584100682,111.861697233742,0.743178076584327,0.00128632985106207,-0.0100626891279032,"konza","control","grass","producer","Primary"
2002,90,3,0.838302029396382,0.0663915349774977,1.84695520660864e-21,-1679.58138806505,132.98225560861,1.81817547272565e-21,0.644346793724759,0.640305280017086,"konza","control","grass","producer","Primary"
2003,90,3,0.104288351712791,0.0966605567743668,0.283574826207898,-209.271077826387,193.707771853767,0.282940874707579,0.0130551906169087,0.00183990869210082,"konza","control","grass","producer","Primary"
2004,90,3,-0.242923765720486,0.0844918188348334,0.00506428966361329,487.066171495744,169.406110810693,0.00506394561990648,0.0858690091794581,0.0754811570110427,"konza","control","grass","producer","Primary"
2005,90,3,0.522640680625762,0.0697186498937936,0.0000000000488732770566524,-1048.43842281815,139.85562327197,0.0000000000488389375031297,0.389721235640491,0.38278624968186,"konza","control","grass","producer","Primary"
2006,90,3,0.471969695887436,0.10284674734704,0.0000147012716185419,-946.73803401272,206.413439006849,0.0000148408780044025,0.193100673103934,0.183931362571024,"konza","control","grass","producer","Primary"
2007,90,3,0.165958686994182,0.114518177085094,0.150838616993144,-332.492548258186,229.95251859719,0.151752303856913,0.0233091048224277,0.0122103446499553,"konza","control","grass","producer","Primary"
2008,90,3,-0.0727161418201291,0.112246907761327,0.518785990498875,146.96868271071,225.504056316515,0.516271272233171,0.00474639602279313,-0.00656330402240246,"konza","control","grass","producer","Primary"
2009,90,3,-0.162663884784064,0.0974581596717457,0.0986588327483074,327.660622749023,195.890917102423,0.0979443074074053,0.0306851370607121,0.0196701954364019,"konza","control","grass","producer","Primary"
2010,90,3,-0.643040329259453,0.0855972845881588,0.0000000000453741163546039,1293.45044236425,172.136153494966,0.0000000000450121591337006,0.390733733919106,0.383810253622732,"konza","control","grass","producer","Primary"
2011,90,3,0.198127677763511,0.118006986113032,0.0967096486332277,-398.331724351314,237.430075609946,0.0969580283615855,0.0310383604982787,0.0200274327766681,"konza","control","grass","producer","Primary"
2012,90,3,0.0261457921529479,0.115710855765252,0.821758076678724,-52.6143172866186,232.925971816051,0.821815220316072,0.00057985689271487,-0.0107771901880498,"konza","control","grass","producer","Primary"
2013,90,3,0.215319969986439,0.13884605172652,0.124543019701834,-433.060193950551,279.635971157358,0.125053202648769,0.0266017042961714,0.0155403600268096,"konza","control","grass","producer","Primary"
2014,90,3,0.545204000745494,0.11800104968565,0.0000130258324989423,-1098.04445267632,237.772134637022,0.000013141352101435,0.195225976756347,0.186080817401306,"konza","control","grass","producer","Primary"
2015,75,3,-0.510854641175597,0.124822855242819,0.000108766434779286,1030.64362843184,251.617928936702,0.000107466788485265,0.18662660797409,0.175484506713461,"konza","control","grass","producer","Primary"
2016,61,3,-0.227785785591423,0.115971483776083,0.0542287683351349,459.889147551976,233.887886537444,0.0539765674867622,0.0613749220291189,0.0454660224024939,"konza","control","grass","producer","Primary"
2017,47,3,0.48672944925091,0.154830442836138,0.00295217064470566,-981.606868692284,312.45115319326,0.00296867948937155,0.180065048182386,0.161844271475328,"konza","control","grass","producer","Primary"
2018,48,3,0.146952824140224,0.180140393195973,0.418836857586904,-295.988577674154,363.703483603529,0.41994184581715,0.0142606047386309,-0.00716851254965989,"konza","control","grass","producer","Primary"
1991,84,4,-0.072549151578359,0.0818748561798111,0.378155965366414,144.778871717766,163.170762066128,0.377520869945418,0.00948442555233583,-0.00259503267263561,"konza","control","grass","producer","Primary"
1992,102,4,-0.360327002583619,0.06358080814342,0.000000140462710375217,718.547386342183,126.765187247912,0.000000139779494325931,0.243097914197157,0.235528893339129,"konza","control","grass","producer","Primary"
1993,120,4,-0.344613083108862,0.0434741456279615,0.00000000000141072329011765,687.179178667061,86.7091970781023,0.00000000000142374496723097,0.347471342996243,0.34194143912333,"konza","control","grass","producer","Primary"
1994,120,4,-0.338352601556741,0.0352141146421268,1.69899235551314e-16,674.657979709299,70.2697767975895,1.76952251794227e-16,0.438955669876954,0.434201056909809,"konza","control","grass","producer","Primary"
1995,120,4,-0.268926003739741,0.0341359338395033,0.00000000000182198865446403,536.177097950178,68.1524025967477,0.00000000000192775526986358,0.344678622405403,0.339125051408838,"konza","control","grass","producer","Primary"
1996,120,4,0.140606067166897,0.037979070492715,0.000326368567586768,-281.618628837461,75.8632051925111,0.000315050020643551,0.104066989212742,0.0964743365789521,"konza","control","grass","producer","Primary"
1997,120,4,-0.0836717420462519,0.048037481306919,0.0841490711027166,166.242833267234,96.0029214148566,0.0859504654766679,0.0250663004215539,0.0168041504251264,"konza","control","grass","producer","Primary"
1998,120,4,-0.0674232723091404,0.0506775935956221,0.185940269119582,133.918696520343,101.329864235153,0.188854233832365,0.0147788085063898,0.00642947637508806,"konza","control","grass","producer","Primary"
1999,120,4,-0.173420949438397,0.0494550858567546,0.000642699898719013,345.990339182601,98.9349147072879,0.000663743182003885,0.0943731559503841,0.0866983521872517,"konza","control","grass","producer","Primary"
2000,120,4,0.198910639980547,0.0378251623673797,0.000000655595185050967,-399.184749000732,75.7070742898139,0.000000616193052264893,0.189859652674456,0.182994056510681,"konza","control","grass","producer","Primary"
2001,120,4,0.422288581227418,0.0518865855605103,0.000000000000461981521234121,-846.167780233221,103.902903779236,0.000000000000449576950423133,0.359524772744201,0.354097016581016,"konza","control","grass","producer","Primary"
2002,120,4,0.299639390303973,0.0564946073087865,0.000000537100950709056,-600.819676175979,113.186963366876,0.000000526868058418009,0.192504871664176,0.185661692610483,"konza","control","grass","producer","Primary"
